CodigoCliente;Titulo;PrimeiroNome;UltimoNome;Idade;Sexo;Endereco;Cidade;UFCompleto;CEP;Pais;PaisCompleto;Email;RendaMensal;PercentualUtilizacaoLimite;QtdTransacoesNegadas;AnosDeRelacionamentoBanco;JaUsouChequeEspecial;QtdEmprestimos;NumeroAtendimentos;TMA;IndiceSatisfacao;Saldo;CLTV;CanalPref;Churn;UF;mail_domain
655;Sra.;Lavinia;Lima;25;Feminino;Rua Topolândia 1800;Caraguatatuba;São Paulo;11669-220;BR;Brazil;LaviniaFernandesLima@einrot.com;5782;0.41;9;8;0;2;1;1;5;8701;42;Ligacao;0;SP;einrot.com
656;Sra.;Evelyn;Gomes;61;Feminino;Viela Municipal 1801;São Paulo;São Paulo;05569-160;BR;Brazil;EvelynAlvesGomes@gustr.com;4158;0.24;15;6;0;4;1;5;5;6023;69;Email;0;SP;gustr.com
657;Sr.;Marcos;Rodrigues;57;Masculino;Rua Alexandre Fleming 1543;Guaratinguetá;São Paulo;12506-370;BR;Brazil;MarcosCorreiaRodrigues@cuvox.de;6967;0.95;10;9;1;4;37;197;0;3159;89;Ligacao;1;SP;cuvox.de
658;Sr.;Nicolash;Barbosa;22;Masculino;Rua Leonir 1755;Belford Roxo;Rio de Janeiro;26175-070;BR;Brazil;NicolashDiasBarbosa@teleworm.us;8253;1.0;3;13;0;1;15;82;3;2989;82;Ligacao;1;RJ;teleworm.us
659;Sra.;Sarah;Correia;18;Feminino;Rua Pixinguinha 406;Marília;São Paulo;17514-790;BR;Brazil;SarahSilvaCorreia@dayrep.com;9463;0.87;2;9;0;0;40;84;0;6715;30;Push;1;SP;dayrep.com
660;Sr.;Marcos;Cardoso;41;Masculino;Rua Bastilha 750;Passos;Minas Gerais;37901-006;BR;Brazil;MarcosOliveiraCardoso@teleworm.us;4167;0.38;11;20;0;2;1;1;5;178;78;SMS;0;MG;teleworm.us
661;Sra.;Thaís;Barros;37;Feminino;Rua Laerte Carvalho Oliva Filho 462;Salvador;Bahia;41181-310;BR;Brazil;ThaisAlvesBarros@superrito.com;9064;0.83;14;20;0;2;21;43;2;2098;33;Email;1;BA;superrito.com
662;Sra.;Sarah;Correia;43;Feminino;Rua Águas de Março 737;São Paulo;São Paulo;08257-010;BR;Brazil;SarahMeloCorreia@armyspy.com;7041;0.35;2;10;0;0;2;5;4;9331;37;Ligacao;0;SP;armyspy.com
663;Sr.;Vinícius;Azevedo;28;Masculino;Rua Inocente da Costa Pereira 1508;Santana do Livramento;Rio Grande do Sul;97572-550;BR;Brazil;ViniciusSilvaAzevedo@jourrapide.com;6774;0.27;11;18;0;3;3;2;4;1386;54;Ligacao;0;RS;jourrapide.com
664;Sra.;Gabrielly;Pinto;54;Feminino;Loteamento Vila Imbiriba 1430;Petrolina;Pernambuco;56328-750;BR;Brazil;GabriellySantosPinto@einrot.com;9032;0.85;8;6;0;3;37;58;3;1624;61;Email;1;PE;einrot.com
665;Sr.;Luan;Sousa;24;Masculino;Rua Bom Retiro 698;Assis;São Paulo;19807-650;BR;Brazil;LuanCavalcantiSousa@armyspy.com;9346;0.39;8;20;1;2;1;1;4;3814;31;Email;0;SP;armyspy.com
666;Sr.;Estevan;Cunha;23;Masculino;Rua Cinco 403;Volta Redonda;Rio de Janeiro;27258-105;BR;Brazil;EstevanSantosCunha@einrot.com;7229;0.24;2;0;0;4;3;0;4;3283;31;SMS;0;RJ;einrot.com
667;Sr.;Miguel;Cardoso;42;Masculino;Avenida Andaluzia 1572;Contagem;Minas Gerais;32210-310;BR;Brazil;MiguelPintoCardoso@armyspy.com;8374;0.85;2;9;0;5;40;99;1;4176;55;Push;1;MG;armyspy.com
668;Sr.;Rafael;Cunha;48;Masculino;Largo da Calçada 1581;Salvador;Bahia;40411-366;BR;Brazil;RafaelCorreiaCunha@cuvox.de;9621;0.36;7;12;0;0;3;7;4;4352;89;Email;0;BA;cuvox.de
669;Sra.;Larissa;Sousa;20;Feminino;Rua Paranaguá 1353;Catalão;Goiás;75703-324;BR;Brazil;LarissaGomesSousa@gustr.com;6887;0.41;2;6;0;0;1;6;5;1771;60;Push;0;GO;gustr.com
670;Sra.;Larissa;Barbosa;45;Feminino;Rua Araxa 980;Rio de Janeiro;Rio de Janeiro;20561-110;BR;Brazil;LarissaAraujoBarbosa@fleckens.hu;6809;0.97;15;2;1;4;40;194;3;5516;64;Push;1;RJ;fleckens.hu
671;Sr.;Victor;Ferreira;31;Masculino;Rua Sabino Valentim 1654;Mossoró;Rio Grande do Norte;59628-020;BR;Brazil;VictorGomesFerreira@einrot.com;6242;1.0;0;11;0;2;25;72;1;8862;37;Email;1;RN;einrot.com
672;Sr.;Nicolas;Silva;58;Masculino;Rua José Coradin 1959;Colombo;Paraná;83406-170;BR;Brazil;NicolasCastroSilva@fleckens.hu;8462;0.09;1;9;0;4;1;5;4;5791;59;SMS;0;PR;fleckens.hu
673;Dr.;Vinicius;Martins;52;Masculino;Rua 29 1068;Anápolis;Goiás;75074-280;BR;Brazil;ViniciusRibeiroMartins@einrot.com;3922;0.37;2;13;0;0;1;5;5;5541;33;Ligacao;0;GO;einrot.com
674;Sra.;Luiza;Araujo;63;Feminino;Praça Reverendo Doutor Derly de Azevedo Chaves 1322;Porto Alegre;Rio Grande do Sul;90250-720;BR;Brazil;LuizaCastroAraujo@fleckens.hu;5523;0.95;4;10;1;5;42;156;3;7541;48;Email;1;RS;fleckens.hu
675;Sr.;Danilo;Almeida;23;Masculino;Rua Canal Belém 155;Curitiba;Paraná;81730-290;BR;Brazil;DaniloCarvalhoAlmeida@armyspy.com;5706;0.9;14;5;0;0;36;51;0;2165;57;Push;1;PR;armyspy.com
676;Sra.;Júlia;Correia;59;Feminino;Rua M 927;Birigüi;São Paulo;16205-035;BR;Brazil;JuliaPintoCorreia@teleworm.us;7834;0.95;2;10;1;3;12;58;3;3911;53;Push;1;SP;teleworm.us
677;Sra.;Leila;Fernandes;42;Feminino;Praça Professor Miguel Rolando Covian 535;Ribeirão Preto;São Paulo;14092-335;BR;Brazil;LeilaSantosFernandes@jourrapide.com;3571;0.87;5;16;0;4;33;178;3;6310;50;Push;1;SP;jourrapide.com
678;Sr.;Luís;Cunha;39;Masculino;Rua Mafurá 1028;São Paulo;São Paulo;08111-110;BR;Brazil;LuisAlmeidaCunha@armyspy.com;5682;1.0;15;11;0;5;13;150;0;370;81;Ligacao;1;SP;armyspy.com
679;Sr.;Rafael;Oliveira;55;Masculino;Rua Santa Olívia 1817;Natal;Rio Grande do Norte;59133-097;BR;Brazil;RafaelPintoOliveira@gustr.com;6589;0.5;8;19;0;4;3;5;4;6381;66;Push;0;RN;gustr.com
680;Sra.;Emily;Sousa;51;Feminino;Avenida Capitão Vicêncio Constantino Figueredo 1388;Salvador;Bahia;40436-130;BR;Brazil;EmilyCarvalhoSousa@einrot.com;9671;0.43;4;9;0;4;3;3;5;776;55;SMS;0;BA;einrot.com
681;Sra.;Larissa;Ribeiro;26;Feminino;Rua Doutor Flavinho 514;Jataí;Goiás;75800-034;BR;Brazil;LarissaCostaRibeiro@fleckens.hu;3474;0.84;2;4;0;5;32;35;2;6627;64;SMS;1;GO;fleckens.hu
682;Sr.;Otávio;Araujo;35;Masculino;Rua José Nevirson de Oliveira 1636;Uberaba;Minas Gerais;38040-590;BR;Brazil;OtavioAlmeidaAraujo@dayrep.com;8878;0.41;12;16;0;1;2;6;5;6255;78;SMS;0;MG;dayrep.com
683;Sr.;Vinicius;Azevedo;63;Masculino;Rua Belo Horizonte 643;Guarapuava;Paraná;85060-420;BR;Brazil;ViniciusFernandesAzevedo@fleckens.hu;9534;0.28;8;18;0;3;1;0;4;287;44;SMS;0;PR;fleckens.hu
684;Sr.;Renan;Araujo;62;Masculino;Rua Padre School 1873;Pelotas;Rio Grande do Sul;96025-270;BR;Brazil;RenanRibeiroAraujo@jourrapide.com;4086;0.18;3;4;0;3;2;5;5;954;42;SMS;0;RS;jourrapide.com
685;Sr.;Gabriel;Cunha;49;Masculino;Rua Maria Tereza 209;São Lourenço da Mata;Pernambuco;54720-230;BR;Brazil;GabrielRodriguesCunha@rhyta.com;5519;0.99;6;15;0;3;50;179;1;1255;49;Email;1;PE;rhyta.com
686;Sra.;Luana;Azevedo;63;Feminino;Rua Delfim Moreira 460;Contagem;Minas Gerais;32310-110;BR;Brazil;LuanaCostaAzevedo@einrot.com;5899;0.93;2;19;0;1;44;33;3;5296;70;Email;1;MG;einrot.com
687;Sra.;Giovana;Souza;53;Feminino;Rua B 1622;Manaus;Amazonas;69035-800;BR;Brazil;GiovanaRibeiroSouza@fleckens.hu;7456;0.86;14;7;0;4;34;168;0;5059;52;SMS;1;AM;fleckens.hu
688;Sr.;Igor;Castro;30;Masculino;Rua Noel Rosa 1381;Rio de Janeiro;Rio de Janeiro;20541-080;BR;Brazil;IgorCorreiaCastro@superrito.com;5036;0.85;7;12;1;3;25;150;1;6462;81;SMS;1;RJ;superrito.com
689;Sra.;Thaís;Oliveira;27;Feminino;Rua Florianópolis 228;Jaraguá do Sul;Santa Catarina;89251-790;BR;Brazil;ThaisFerreiraOliveira@superrito.com;7228;0.05;6;13;0;1;3;4;4;3994;68;SMS;0;SC;superrito.com
690;Sra.;Ana;Fernandes;35;Feminino;Rua Presidente Juscelino Kubitschek de Oliveira 1142;Limeira;São Paulo;13486-570;BR;Brazil;AnaGoncalvesFernandes@teleworm.us;7741;1.0;9;8;0;1;24;63;1;9098;47;Ligacao;1;SP;teleworm.us
691;Sr.;Kaua;Carvalho;45;Masculino;Avenida Anita Nilo Peçanha 360;Niterói;Rio de Janeiro;24360-210;BR;Brazil;KauaBarrosCarvalho@einrot.com;6298;0.81;10;15;0;1;25;82;1;3245;42;Email;1;RJ;einrot.com
692;Sra.;Bruna;Barros;56;Feminino;Rua Leontina Odette de Castro 741;Franca;São Paulo;14403-204;BR;Brazil;BrunaCunhaBarros@einrot.com;8419;0.41;12;19;0;0;1;5;4;4678;69;Ligacao;0;SP;einrot.com
693;Sra.;Giovana;Correia;41;Feminino;Rua Viena 1841;Cuiabá;Mato Grosso;78065-155;BR;Brazil;GiovanaCarvalhoCorreia@cuvox.de;7208;0.21;7;7;0;4;2;8;5;5931;49;Email;0;MT;cuvox.de
694;Sra.;Amanda;Cunha;63;Feminino;Travessa do Cajueiro 1993;Fortaleza;Ceará;60351-370;BR;Brazil;AmandaBarrosCunha@gustr.com;4992;0.94;14;7;1;0;36;76;3;5245;65;SMS;1;CE;gustr.com
695;Sra.;Isabelle;Correia;26;Feminino;Rua Onze 854;Olinda;Pernambuco;53090-270;BR;Brazil;IsabelleSousaCorreia@fleckens.hu;8410;0.31;4;16;0;2;2;6;4;4429;84;SMS;0;PE;fleckens.hu
696;Sr.;Mateus;Carvalho;63;Masculino;Rua Armando Recchia 669;Santa Bárbara D'Oeste;São Paulo;13450-150;BR;Brazil;MateusSousaCarvalho@armyspy.com;3006;0.49;3;10;0;3;2;7;4;6609;30;Ligacao;0;SP;armyspy.com
697;Sr.;Luiz;Pereira;21;Masculino;Rua Governador Antônio de Melo Souza 1452;Natal;Rio Grande do Norte;59122-400;BR;Brazil;LuizAraujoPereira@gustr.com;3404;0.18;1;3;0;3;3;7;4;1533;84;Ligacao;0;RN;gustr.com
698;Sra.;Luiza;Pereira;47;Feminino;Rua Vinte e Seis 379;Belém;Pará;66110-018;BR;Brazil;LuizaCunhaPereira@rhyta.com;9913;1.0;13;1;0;2;29;75;0;9363;86;Ligacao;1;PA;rhyta.com
699;Sra.;Emily;Cunha;31;Feminino;Rua João Rodrigues 176;Rio Verde;Goiás;75904-630;BR;Brazil;EmilyAlmeidaCunha@rhyta.com;6287;0.14;13;13;0;0;3;5;4;2933;90;Email;0;GO;rhyta.com
700;Sra.;Ágatha;Santos;54;Feminino;Rua Ivo Eduardo Cordeiro dos Passos 1682;Guarapuava;Paraná;85050-130;BR;Brazil;AgathaBarbosaSantos@armyspy.com;9350;0.38;1;7;0;0;2;1;4;1221;59;Email;0;PR;armyspy.com
701;Sra.;Lara;Fernandes;25;Feminino;Beco Um 262;Porto Alegre;Rio Grande do Sul;90840-292;BR;Brazil;LaraSouzaFernandes@fleckens.hu;7099;0.87;3;0;0;3;15;200;2;1885;41;SMS;1;RS;fleckens.hu
702;Dr.;Lara;Azevedo;66;Feminino;Rua Saramandaia 377;Olinda;Pernambuco;53320-070;BR;Brazil;LaraMartinsAzevedo@armyspy.com;6657;0.03;1;2;1;3;1;0;4;6296;55;Ligacao;0;PE;armyspy.com
703;Sr.;Alex;Almeida;48;Masculino;Estrada Velha do Pilar 962;Duque de Caxias;Rio de Janeiro;25230-610;BR;Brazil;AlexCunhaAlmeida@jourrapide.com;3545;0.94;10;11;1;3;30;162;1;9524;61;SMS;1;RJ;jourrapide.com
704;Sra.;Clara;Santos;30;Feminino;Rua Professora Anice de Oliveira 998;Paulista;Pernambuco;53439-140;BR;Brazil;ClaraGoncalvesSantos@gustr.com;9069;0.16;6;2;0;2;3;5;4;9403;40;Email;0;PE;gustr.com
705;Sr.;Danilo;Melo;66;Masculino;Quadra Quadra 302 1681;Luziânia;Goiás;72853-302;BR;Brazil;DaniloDiasMelo@teleworm.us;4049;0.95;6;1;1;3;38;40;2;4449;71;Push;1;GO;teleworm.us
706;Sra.;Alice;Cavalcanti;47;Feminino;Rua Daniel Silva 602;Macaé;Rio de Janeiro;27955-460;BR;Brazil;AliceRodriguesCavalcanti@cuvox.de;3999;0.89;5;12;0;2;34;191;3;198;80;Push;1;RJ;cuvox.de
707;Dr.;Emily;Alves;51;Feminino;Avenida Comendador Franco 1552;Curitiba;Paraná;81560-000;BR;Brazil;EmilyCorreiaAlves@gustr.com;5310;0.24;8;11;1;1;2;1;4;5787;34;SMS;0;PR;gustr.com
708;Sr.;Joao;Cunha;50;Masculino;Rua José Franco 900;Santa Bárbara D'Oeste;São Paulo;13453-758;BR;Brazil;JoaoSilvaCunha@jourrapide.com;5107;1.0;6;6;0;0;44;178;2;6203;55;Push;1;SP;jourrapide.com
709;Sr.;Fábio;Gomes;36;Masculino;Quadra QS 433 Bloco J 1726;Samambaia;Distrito Federal;72329-580;BR;Brazil;FabioSilvaGomes@dayrep.com;4081;0.29;1;13;0;0;1;4;5;9236;41;Push;0;DF;dayrep.com
710;Sra.;Maria;Alves;23;Feminino;Rua E-1 1275;Governador Valadares;Minas Gerais;35024-270;BR;Brazil;MariaGoncalvesAlves@rhyta.com;7805;0.48;5;12;0;0;1;6;5;5670;79;Push;0;MG;rhyta.com
711;Sra.;Evelyn;Martins;50;Feminino;Rua Águas de Lindóia 1722;São Paulo;São Paulo;03284-090;BR;Brazil;EvelynAraujoMartins@teleworm.us;7186;1.0;6;16;0;2;18;59;1;8794;89;Email;1;SP;teleworm.us
712;Dr.;André;Castro;54;Masculino;Avenida Ouro Preto 209;Linhares;Espírito Santo;29903-520;BR;Brazil;AndreLimaCastro@teleworm.us;4299;0.26;10;7;0;2;3;5;5;7345;78;Push;0;ES;teleworm.us
713;Sra.;Sophia;Oliveira;35;Feminino;Rua Geraldo Senna de Assis 1250;Juiz de Fora;Minas Gerais;36083-150;BR;Brazil;SophiaSilvaOliveira@armyspy.com;8854;0.23;3;20;1;0;2;6;4;9878;38;SMS;0;MG;armyspy.com
714;Sr.;Rafael;Santos;43;Masculino;Rua Flores 1740;São Luís;Maranhão;65044-120;BR;Brazil;RafaelSilvaSantos@jourrapide.com;3687;0.32;2;5;0;4;3;1;5;2814;65;SMS;0;MA;jourrapide.com
715;Sra.;Isabella;Silva;62;Feminino;Rua Honduras 515;Divinópolis;Minas Gerais;35500-541;BR;Brazil;IsabellaSousaSilva@cuvox.de;7308;0.25;7;12;0;5;3;5;5;4351;44;SMS;0;MG;cuvox.de
716;Sr.;Leonardo;Silva;61;Masculino;Rua Ataulfo Alves 1730;São José dos Campos;São Paulo;12245-532;BR;Brazil;LeonardoDiasSilva@einrot.com;8665;0.5;0;2;0;1;1;8;4;1228;48;SMS;0;SP;einrot.com
717;Sr.;Luis;Azevedo;65;Masculino;Rua Cinquenta e Três 1389;Teófilo Otoni;Minas Gerais;39801-074;BR;Brazil;LuisPintoAzevedo@gustr.com;6547;1.0;9;1;0;3;13;136;3;1826;86;Push;1;MG;gustr.com
718;Sr.;Pedro;Cardoso;34;Masculino;Rua José Antônio Santana 601;Cachoeiro de Itapemirim;Espírito Santo;29302-861;BR;Brazil;PedroRibeiroCardoso@teleworm.us;4290;0.38;7;19;1;4;3;1;4;7233;40;Ligacao;0;ES;teleworm.us
719;Sra.;Vitória;Pereira;40;Feminino;Rua 34 1735;Aparecida de Goiânia;Goiás;74934-250;BR;Brazil;VitoriaCostaPereira@gustr.com;7509;0.87;4;9;0;0;47;103;3;9335;76;SMS;1;GO;gustr.com
720;Sra.;Nicole;Fernandes;35;Feminino;Rua Thomaz Mazzarella 1527;Campinas;São Paulo;13105-742;BR;Brazil;NicoleGoncalvesFernandes@jourrapide.com;6361;1.0;15;12;0;5;15;163;0;5156;69;Push;1;SP;jourrapide.com
721;Sr.;Ryan;Souza;37;Masculino;Rua Cento e Setenta e Seis 199;Bagé;Rio Grande do Sul;96425-440;BR;Brazil;RyanBarrosSouza@einrot.com;6043;0.12;11;6;0;3;2;8;4;456;40;Ligacao;0;RS;einrot.com
722;Sra.;Fernanda;Martins;33;Feminino;Rua Quarenta e Três 1399;São Vicente;São Paulo;11348-260;BR;Brazil;FernandaSantosMartins@cuvox.de;4435;1.0;10;6;0;1;40;103;2;8217;59;SMS;1;SP;cuvox.de
723;Sra.;Amanda;Oliveira;32;Feminino;Rua Duarte Coelho Pereira 1671;São Lourenço da Mata;Pernambuco;54715-040;BR;Brazil;AmandaMartinsOliveira@armyspy.com;3054;0.88;8;2;1;1;32;96;2;4114;32;Ligacao;1;PE;armyspy.com
724;Sra.;Bruna;Santos;29;Feminino;Rua Abbud Bachir Abdala 309;Sorocaba;São Paulo;18075-145;BR;Brazil;BrunaRodriguesSantos@fleckens.hu;5911;0.81;1;5;1;0;23;128;2;5187;46;Email;1;SP;fleckens.hu
725;Sra.;Luiza;Fernandes;19;Feminino;Rua Miosóstes 1913;Vitória;Espírito Santo;29031-507;BR;Brazil;LuizaMeloFernandes@dayrep.com;3881;0.25;4;5;1;0;3;3;4;3048;33;Push;0;ES;dayrep.com
726;Sr.;Samuel;Martins;19;Masculino;Rua José Aranha 757;Campina Grande;Paraíba;58103-500;BR;Brazil;SamuelOliveiraMartins@teleworm.us;4815;0.2;13;6;1;3;3;3;5;5891;86;SMS;0;PB;teleworm.us
727;Sr.;Fábio;Alves;64;Masculino;Rua Edson Carone 1473;Cachoeiro de Itapemirim;Espírito Santo;29306-060;BR;Brazil;FabioFerreiraAlves@teleworm.us;3222;0.45;14;13;0;0;1;4;5;9578;73;Email;0;ES;teleworm.us
728;Sr.;Bruno;Almeida;23;Masculino;Rua Antenor de Oliveira Júnior 210;Itapetininga;São Paulo;18202-510;BR;Brazil;BrunoMartinsAlmeida@armyspy.com;4761;0.04;1;0;0;3;1;8;4;3613;49;Push;0;SP;armyspy.com
729;Sra.;Aline;Lima;54;Feminino;Rua Maria Marola Gato 1705;Macapá;Amapá;68903-200;BR;Brazil;AlineSantosLima@armyspy.com;4754;0.83;1;12;1;5;11;130;1;6868;33;Push;1;AP;armyspy.com
730;Sra.;Bianca;Lima;31;Feminino;Rua Leonino Mariz 151;Salvador;Bahia;40410-510;BR;Brazil;BiancaPintoLima@gustr.com;3821;0.97;10;4;0;4;34;159;2;9667;47;Push;1;BA;gustr.com
731;Sr.;Nicolash;Oliveira;41;Masculino;Travessa Philippe Viannay 252;São Paulo;São Paulo;02206-130;BR;Brazil;NicolashBarbosaOliveira@armyspy.com;6081;0.09;12;6;0;2;3;6;4;9460;64;Email;0;SP;armyspy.com
732;Sr.;Diego;Melo;53;Masculino;Vila Matutina 1410;Fortaleza;Ceará;60713-380;BR;Brazil;DiegoSantosMelo@teleworm.us;5628;0.8;6;15;0;3;43;90;1;2276;87;Push;1;CE;teleworm.us
733;Sra.;Gabriela;Cunha;20;Feminino;Rua Indalécio Arruda Costa 208;Santos;São Paulo;11089-040;BR;Brazil;GabrielaFernandesCunha@einrot.com;5498;0.04;4;9;0;5;2;1;4;8789;34;Ligacao;0;SP;einrot.com
734;Sr.;Rafael;Souza;33;Masculino;Rua Professora Maria de Lima 1445;Araguaína;Tocantins;77818-540;BR;Brazil;RafaelOliveiraSouza@dayrep.com;8298;0.16;15;9;0;2;1;0;5;1993;81;SMS;0;TO;dayrep.com
735;Sra.;Rebeca;Oliveira;22;Feminino;Rua Alto São José 1614;Caruaru;Pernambuco;55040-070;BR;Brazil;RebecaBarrosOliveira@fleckens.hu;8618;1.0;12;1;1;1;19;145;0;3898;88;Email;1;PE;fleckens.hu
736;Sra.;Gabrielly;Souza;26;Feminino;Rua Santa Clara 1041;Belo Horizonte;Minas Gerais;31030-280;BR;Brazil;GabriellyRochaSouza@gustr.com;7749;0.18;1;6;0;2;2;0;4;2879;55;Email;0;MG;gustr.com
737;Sra.;Evelyn;Melo;43;Feminino;Rua Minas Gerais 1324;Barueri;São Paulo;06411-100;BR;Brazil;EvelynAraujoMelo@einrot.com;8955;0.84;9;2;0;4;34;100;2;5554;33;Push;1;SP;einrot.com
738;Sr.;Caio;Barros;21;Masculino;Avenida Renata Crespi da S. Prado 732;Araras;São Paulo;13601-123;BR;Brazil;CaioCastroBarros@rhyta.com;7346;0.37;1;2;0;4;3;4;5;730;51;Email;0;SP;rhyta.com
739;Sr.;Antônio;Ferreira;52;Masculino;Rua Sete 1615;Cariacica;Espírito Santo;29144-470;BR;Brazil;AntonioSilvaFerreira@dayrep.com;7852;0.95;6;13;1;4;47;192;0;6518;60;Push;1;ES;dayrep.com
740;Sra.;Evelyn;Gomes;53;Feminino;Quadra Cinco 867;Marabá;Pará;68513-530;BR;Brazil;EvelynMartinsGomes@jourrapide.com;3201;0.82;7;6;0;5;45;34;1;8274;59;Ligacao;1;PA;jourrapide.com
741;Sra.;Gabriela;Correia;49;Feminino;Rua Nelson Bino 594;Franco da Rocha;São Paulo;07809-130;BR;Brazil;GabrielaCarvalhoCorreia@superrito.com;3873;1.0;7;15;0;0;42;162;2;1188;35;SMS;1;SP;superrito.com
742;Sr.;Douglas;Rocha;20;Masculino;Vila Jarina 1436;Belém;Pará;66075-380;BR;Brazil;DouglasSouzaRocha@rhyta.com;8605;1.0;15;17;0;0;16;119;2;2354;61;Email;1;PA;rhyta.com
743;Sra.;Thaís;Costa;29;Feminino;Rua dos Químicos 558;Camaragibe;Pernambuco;54768-230;BR;Brazil;ThaisMeloCosta@fleckens.hu;6070;0.06;13;8;1;0;1;8;4;6412;74;Ligacao;0;PE;fleckens.hu
744;Sr.;Bruno;Carvalho;51;Masculino;Rua Forno D'Agua 810;São Paulo;São Paulo;08240-460;BR;Brazil;BrunoSilvaCarvalho@jourrapide.com;9934;0.44;12;6;0;0;2;4;4;7720;81;Push;0;SP;jourrapide.com
745;Sr.;André;Martins;46;Masculino;2ª Travessa do Cajueiro 408;Olinda;Pernambuco;53370-051;BR;Brazil;AndreRodriguesMartins@teleworm.us;4875;0.88;7;9;0;0;46;101;2;3593;49;Email;1;PE;teleworm.us
746;Sra.;Livia;Sousa;47;Feminino;Rua Santa Bárbara 627;Teixeira de Freitas;Bahia;45995-410;BR;Brazil;LiviaRodriguesSousa@gustr.com;8111;0.21;12;14;0;0;3;5;5;2021;68;Email;0;BA;gustr.com
747;Sr.;Alex;Martins;21;Masculino;Rua Joviano Barbosa 1485;Taubaté;São Paulo;12060-450;BR;Brazil;AlexFernandesMartins@teleworm.us;9351;1.0;10;12;0;0;28;62;0;1596;34;Push;1;SP;teleworm.us
748;Sr.;Thiago;Santos;37;Masculino;Rua Calcuta 1970;Nova Iguaçu;Rio de Janeiro;26030-140;BR;Brazil;ThiagoAlmeidaSantos@einrot.com;3355;0.81;1;20;0;2;50;65;0;7131;61;Push;1;RJ;einrot.com
749;Sr.;Pedro;Cavalcanti;41;Masculino;Rua Major Cândido 1404;Barreiras;Bahia;47807-075;BR;Brazil;PedroCorreiaCavalcanti@dayrep.com;5697;0.33;7;12;0;0;3;5;5;3552;59;Push;0;BA;dayrep.com
750;Sra.;Vitória;Pereira;57;Feminino;Rua Gardenia 784;Rio de Janeiro;Rio de Janeiro;22630-280;BR;Brazil;VitoriaAlvesPereira@jourrapide.com;5862;1.0;6;3;0;3;39;43;0;4569;30;Push;1;RJ;jourrapide.com
751;Sra.;Lavinia;Gomes;29;Feminino;Rua Jovina Klein Reimberg 382;São Paulo;São Paulo;04890-395;BR;Brazil;LaviniaAlmeidaGomes@cuvox.de;5165;0.32;4;1;0;4;3;1;5;2696;70;Ligacao;0;SP;cuvox.de
752;Sr.;Julian;Silva;48;Masculino;Rua Francisco Antônio de Souza 966;Campo Grande;Mato Grosso do Sul;79096-701;BR;Brazil;JulianCorreiaSilva@gustr.com;7183;0.09;10;2;1;4;2;6;4;9232;61;Push;0;MS;gustr.com
753;Sra.;Julieta;Dias;31;Feminino;Rua Trinta de Março 1124;Aparecida de Goiânia;Goiás;74945-500;BR;Brazil;JulietaSouzaDias@jourrapide.com;5935;0.27;12;11;0;1;2;2;4;9811;30;Ligacao;0;GO;jourrapide.com
754;Sra.;Anna;Pinto;41;Feminino;Rua José Rodrigues Forgueiro 335;Uberaba;Minas Gerais;38046-520;BR;Brazil;AnnaAraujoPinto@armyspy.com;4563;0.92;15;1;0;0;35;126;2;6718;69;SMS;1;MG;armyspy.com
755;Sr.;Nicolash;Martins;33;Masculino;Rua Padre Francisco Cosco 1414;Taubaté;São Paulo;12040-851;BR;Brazil;NicolashGoncalvesMartins@rhyta.com;7965;0.19;7;2;0;2;2;2;4;1221;63;Email;0;SP;rhyta.com
756;Sra.;Thaís;Gomes;59;Feminino;Rua Fernandes Vieira 962;Curitiba;Paraná;81020-650;BR;Brazil;ThaisCunhaGomes@superrito.com;3228;0.46;14;14;0;3;1;4;4;2107;88;Email;0;PR;superrito.com
757;Sr.;Rafael;Ferreira;21;Masculino;Rua José Aloísio Brandão Vilela 407;São Paulo;São Paulo;03688-100;BR;Brazil;RafaelRochaFerreira@cuvox.de;8153;0.12;12;16;0;2;2;8;4;7918;68;SMS;0;SP;cuvox.de
758;Sr.;Bruno;Cardoso;39;Masculino;Rua Manoel Moraes de Souza 896;São Paulo;São Paulo;04459-080;BR;Brazil;BrunoFerreiraCardoso@jourrapide.com;5867;1.0;4;20;0;5;46;47;2;7628;69;Push;1;SP;jourrapide.com
759;Sr.;Caio;Almeida;24;Masculino;Rua Santa Lúcia 1428;Sabará;Minas Gerais;34545-080;BR;Brazil;CaioLimaAlmeida@superrito.com;5613;1.0;12;2;0;1;18;39;2;5776;55;SMS;1;MG;superrito.com
760;Sra.;Gabriela;Melo;53;Feminino;Rua Eglatina Menezes Portugal 1507;Aracaju;Sergipe;49085-500;BR;Brazil;GabrielaCastroMelo@einrot.com;7586;0.82;8;20;1;1;39;48;3;244;48;Ligacao;1;SE;einrot.com
761;Sr.;Leonardo;Cunha;48;Masculino;Travessa Jota Marques 1612;Teixeira de Freitas;Bahia;45995-152;BR;Brazil;LeonardoSousaCunha@superrito.com;8271;0.38;12;4;0;3;2;6;4;2252;56;Ligacao;0;BA;superrito.com
762;Sra.;Bianca;Goncalves;37;Feminino;Rua Vinte 86;Cuiabá;Mato Grosso;78058-364;BR;Brazil;BiancaBarbosaGoncalves@cuvox.de;8307;1.0;9;8;0;1;47;200;0;7938;67;SMS;1;MT;cuvox.de
